SKU,Description,Length_in,Width_in,Height_in,Weight_lbs,Eaches,Weekly_Picks,Tray_Config,Pick_Priority
SM-02464,Master Link,12.91,10.94,2.76,7.29,10,8,1,31
SM-02749,Rocker Switch,2.26,7.38,1.05,5.58,37,1,3,701
SM-01029,Dowel Pin,6.44,7.76,2.27,3.86,29,0,2,1219
SM-03086,Barb Fitting,5.14,7.05,1.14,2.45,15,1,2,1072
SM-00621,Butt Splice,2.44,4.18,1.5,4.97,9,0,3,799
SM-01327,Wiper Seal,13.66,2.55,1.12,3.58,1,3,3,317
SM-01419,Proximity Sensor,1.82,3.94,0.99,7.19,27,3,3,323
SM-02750,Timing Belt,7.9,9.7,2.43,3.65,1,1,2,1040
SM-01179,Push-to-Connect Fitting,8.91,4.74,3.77,1.81,18,0,2,1231
SM-01052,Latch,15.76,4.67,2.21,4.6,6,5,2,214
SM-02690,Quick Coupler,0.57,10.0,4.21,7.91,10,0,4,553
SM-00237,Tee Fitting,11.33,3.59,5.0,3.64,4,2,3,414
SM-02806,Check Valve,1.02,2.77,1.33,2.44,17,3,4,200
SM-03310,Knob,17.88,2.18,1.34,7.49,13,0,3,935
SM-01544,Dowel Pin,3.53,0.99,3.61,4.79,13,5,4,91
SM-02897,Machine Screw,17.47,1.58,2.66,4.83,1,1,4,425
SM-01486,Wiper Seal,12.91,10.2,1.58,3.02,27,1,1,310
SM-00236,Spacer,1.54,9.69,2.32,2.12,1,0,4,465
SM-00308,Fuse 10A,7.66,12.0,2.82,4.74,11,3,2,389
SM-02295,Grease Fitting,4.78,10.88,3.83,2.48,11,0,2,1330
SM-02331,Compression Spring,1.51,6.74,1.56,2.34,6,4,4,135
SM-01093,Hex Bolt,6.06,9.63,1.79,4.86,15,1,2,827
SM-01870,Air Cylinder,8.42,9.69,4.17,3.55,7,0,2,1294
SM-02997,Shim Pack,7.88,3.56,4.4,6.87,1,3,3,381
SM-02680,Terminal Block,15.26,2.45,3.41,5.06,4,2,3,459
SM-00423,Push-to-Connect Fitting,6.02,11.79,3.06,7.47,7,11,2,39
SM-01169,Temp Sensor,15.81,6.36,3.28,5.06,2,0,2,1230
SM-01077,Push Button,8.12,0.78,2.93,2.18,3,0,4,489
SM-01049,Spade Terminal,13.51,2.94,3.29,0.06,6,1,3,569
SM-02314,Coupling Insert,14.01,9.86,1.85,0.74,2,2,1,221
SM-00455,V-Ring Seal,14.57,7.95,3.39,2.65,3,0,2,1166
SM-02023,Roller Bearing,13.32,11.55,1.0,2.2,24,4,1,114
SM-02160,Push Button,6.95,3.92,3.84,7.93,10,3,2,501
SM-02871,Contactor,3.33,6.63,2.48,2.34,17,5,3,196
SM-02582,Cord Grip,7.38,10.16,3.29,1.01,4,1,2,1024
SM-01139,Retaining Ring,6.12,2.48,2.94,0.53,7,7,3,89
SM-01123,Set Screw,6.43,9.0,3.16,6.98,7,0,2,1227
SM-00184,O-Ring,3.67,8.67,2.51,1.8,7,5,3,147
SM-03042,Piston Seal,14.17,0.88,0.5,5.5,21,3,4,207
SM-01604,Compression Spring,4.41,2.46,1.61,5.48,22,4,3,226
SM-01109,Coupling Insert,12.79,8.98,4.9,3.28,1,1,1,293
SM-00064,Chain Link,12.56,3.2,2.79,7.38,2,0,3,766
SM-02176,Signal Lamp,11.26,10.33,3.33,2.49,11,2,1,219
SM-03112,Belt,0.93,6.24,3.92,6.25,2,7,4,63
SM-02668,Set Screw,16.68,10.79,3.8,1.39,1,0,1,491
SM-02458,Limit Switch,8.55,9.54,4.65,6.4,7,5,2,260
SM-00811,Relay 12V,14.77,11.43,1.68,3.51,16,4,1,107
SM-02667,Pneumatic Actuator,8.11,8.92,4.22,4.34,10,0,2,1363
SM-01820,Tee Fitting,14.49,6.74,0.99,4.48,14,1,2,923
SM-03250,Hinge,4.29,7.81,3.58,2.36,28,7,2,144
SM-00288,Compression Spring,2.69,7.68,1.22,3.49,4,5,3,149
SM-02038,LED Indicator,1.81,2.32,3.29,1.4,30,0,3,871
SM-00076,Cotter Pin,3.32,8.64,3.79,4.44,4,2,3,410
SM-02895,Thrust Bearing,3.34,11.17,2.73,6.48,10,0,3,913
SM-02386,Wire Connector,17.0,4.43,1.18,5.3,27,0,2,1338
SM-01015,Flow Control,2.36,4.23,3.58,1.28,23,1,3,565
SM-03293,Temp Sensor,5.0,7.59,3.6,7.16,20,2,2,690
SM-00492,Relay 12V,3.89,11.83,4.83,3.5,4,3,3,282
SM-00871,Set Screw,5.36,4.53,1.06,2.72,18,3,2,430
SM-01593,Machine Screw,8.83,5.03,4.78,1.62,2,8,2,87
SM-02139,Tee Fitting,16.43,5.64,2.9,4.99,5,0,2,1318
SM-00303,Fuse 15A,8.88,5.69,4.46,1.51,13,1,2,743
SM-02880,Contactor,13.09,2.92,1.37,5.6,1,1,3,714
SM-02653,Terminal Block,7.52,6.03,2.98,6.62,6,1,2,1031
SM-00054,Pulley,1.14,2.68,0.78,2.35,18,7,4,45
SM-03115,Rivet,14.21,9.66,3.06,7.39,7,1,1,389
SM-00551,Butt Splice,17.21,4.54,1.54,4.11,1,1,2,772
SM-01519,Fuse 15A,7.26,4.29,1.53,2.37,33,1,2,883
SM-00219,Pressure Switch,13.42,9.39,1.47,3.44,13,1,1,244
SM-02281,Strainer Element,4.46,5.57,2.18,2.48,49,4,2,344
SM-03217,Gear,9.74,5.84,1.71,7.25,18,1,2,1089
SM-02816,Key Stock,16.88,11.42,4.69,0.12,1,3,1,177
SM-02704,Cap Screw,15.33,11.98,3.46,3.53,4,1,1,367
SM-01684,Level Switch,2.5,11.6,4.92,7.94,1,1,3,626
SM-02090,Terminal Block,9.2,5.04,4.39,0.87,9,2,2,652
SM-03291,Pilot Light,15.31,4.7,4.88,0.17,6,6,2,175
SM-00914,Clevis Pin,5.99,10.11,3.55,5.64,6,1,2,808
SM-02472,Roll Pin,6.75,11.08,1.24,3.99,9,3,2,522
SM-02912,Die Spring,10.93,4.75,4.2,1.06,12,1,2,1058
SM-02618,Shock Absorber,10.33,9.43,1.33,7.31,35,3,1,170
SM-00548,Connecting Link,13.08,6.8,4.4,6.19,4,7,2,121
SM-02126,DIN Rail Mount,3.21,8.86,1.36,7.9,22,1,3,655
SM-02635,Handle,5.43,7.19,3.76,3.68,6,8,2,100
SM-02063,Roll Pin,0.67,3.11,2.63,3.93,11,0,4,533
SM-00391,Knob,13.7,9.23,4.67,6.91,3,1,1,252
SM-01787,Flat Washer,14.4,10.6,4.39,4.3,3,1,1,325
SM-01430,Snap Ring,11.91,8.87,2.85,0.64,10,9,1,18
SM-02147,Strainer Element,16.87,6.97,4.18,5.71,5,0,2,1319
SM-03189,Compression Spring,7.47,7.9,3.6,4.56,7,6,2,173
SM-01485,Sprocket,17.0,6.74,3.07,5.4,7,2,2,638
SM-00008,Fuse 5A,16.88,5.32,3.58,5.06,3,2,2,587
SM-02617,Wiper Seal,12.17,1.79,1.6,1.04,30,8,3,70
SM-02826,Push Button,1.91,8.58,4.35,7.12,2,0,3,910
SM-02061,Filter Cartridge,7.46,6.24,2.52,3.23,4,1,2,959
SM-01994,Air Cylinder,0.55,7.64,1.41,1.64,8,3,4,179
SM-03433,Push Button,7.44,3.99,1.83,0.15,16,1,2,1106
SM-00006,Blind Rivet,6.6,11.73,3.22,1.73,12,4,2,292
SM-00330,Lock Washer,6.34,4.32,3.2,6.97,34,3,2,391
SM-03154,Cable Gland,11.59,4.87,1.87,6.57,14,3,2,564
SM-02844,Wing Nut,17.41,4.36,3.99,1.1,11,1,2,1048
SM-02113,Signal Lamp,15.69,9.68,0.76,3.02,25,1,1,340
SM-02539,Knob,12.33,9.93,4.82,7.26,9,0,1,485
SM-00541,Set Screw,6.0,11.15,0.71,5.1,42,0,2,1176
SM-01262,Master Link,14.53,7.07,4.38,6.49,2,1,2,852
SM-02627,Sealed Bearing,2.29,9.01,3.46,7.22,9,0,3,895
SM-01380,Rivet,1.13,10.7,1.54,1.11,4,1,4,346
SM-02630,Oil Filter,15.12,1.38,1.01,3.87,11,3,4,193
SM-02855,Set Screw,4.68,7.15,4.72,3.87,4,2,2,676
SM-02293,Level Switch,1.92,8.89,2.8,5.53,13,0,3,882
SM-01635,Die Spring,4.26,0.69,1.36,4.11,7,0,4,510
SM-02456,Overload Relay,12.4,6.56,4.3,7.52,4,2,2,665
SM-00713,Quick Coupler,11.94,8.17,3.85,0.71,8,0,2,1188
SM-00226,Rivet,1.56,1.3,4.29,5.88,20,1,4,289
SM-02296,Dowel Pin,3.62,6.9,2.97,7.69,14,4,3,235
SM-02274,Contactor,14.02,0.99,3.09,0.6,1,1,4,391
SM-01525,DIN Rail Mount,6.43,10.17,1.67,1.79,23,1,2,885
SM-00652,Pneumatic Actuator,12.79,9.81,3.37,4.53,7,5,1,62
SM-01755,Cable Gland,9.77,1.44,3.57,7.65,4,1,4,362
SM-01780,Pillow Block,2.74,5.24,3.95,4.77,10,0,3,859
SM-00712,Filter Cartridge,6.72,4.71,1.33,2.58,13,3,2,415
SM-01531,Wave Spring,9.87,10.8,2.25,4.62,23,1,1,312
SM-01762,Cap Screw,3.99,0.58,1.68,1.12,46,7,4,57
SM-01765,Wave Spring,10.46,8.8,3.55,5.1,7,5,2,233
SM-01451,Spade Terminal,7.47,8.86,2.03,6.41,6,1,2,875
SM-00490,Shaft Seal,5.41,9.72,2.46,4.32,24,1,2,768
SM-03458,Piston Seal,0.7,8.79,4.55,3.72,7,1,4,454
SM-01618,Coupling Insert,3.8,8.02,2.53,0.77,9,0,3,851
SM-00143,Gasket,12.2,4.45,4.81,1.69,5,0,2,1129
SM-00796,Photoelectric Sensor,12.7,6.85,3.03,0.97,12,1,2,794
SM-03000,Relay 24V,12.51,5.16,1.43,1.34,32,0,2,1394
SM-01527,Tee Fitting,0.66,4.43,1.74,5.62,30,3,4,173
SM-03092,Compression Spring,17.81,4.83,4.67,3.83,8,2,2,684
SM-01268,Ball Valve,10.22,6.73,2.57,7.98,4,1,2,853
SM-01563,Machine Screw,7.13,0.87,2.71,3.6,3,0,4,508
SM-01181,Gasket,2.26,11.91,0.83,5.43,25,4,3,220
SM-02665,Retaining Ring,8.45,2.3,1.26,5.74,7,2,3,458
SM-00927,Piston Seal,1.7,1.83,4.45,2.9,47,1,3,556
SM-00098,Gas Spring,5.63,11.52,4.95,0.01,3,12,2,25
SM-00910,Spade Terminal,2.69,5.3,3.01,3.69,5,0,3,821
SM-00218,Shaft Seal,9.26,2.6,1.01,0.07,14,1,3,512
SM-02072,Breather Cap,3.75,3.57,4.91,3.29,9,3,3,342
SM-01025,Relay 12V,1.92,1.38,0.63,6.75,31,1,4,332
SM-02342,Terminal Block,8.39,9.08,3.33,6.11,9,5,2,252
SM-01473,DIN Rail Mount,17.28,4.36,2.63,0.61,10,6,2,155
SM-00560,Pilot Light,12.86,4.7,3.49,1.05,5,1,2,775
SM-02336,Solenoid Valve,17.64,10.73,1.14,0.57,19,3,1,166
SM-00342,Spacer,2.85,10.96,1.76,2.74,18,0,3,782
SM-03047,Pulley,8.28,10.32,3.24,1.15,5,15,2,4
SM-00807,Breather Cap,11.08,10.68,4.9,5.43,2,3,1,137
SM-00654,Push-to-Connect Fitting,5.96,7.67,3.99,2.3,14,13,2,19
SM-00326,Vibration Mount,17.44,2.28,2.65,7.88,10,4,3,213
SM-01613,Filter Cartridge,6.67,6.59,1.16,1.66,50,12,2,34
SM-00502,Extension Spring,4.51,4.79,0.56,4.96,48,3,2,400
SM-02886,Retaining Ring,13.43,4.59,3.87,0.21,9,10,2,55
SM-00832,Gas Spring,3.88,7.24,0.94,0.47,12,3,3,295
SM-00405,Coupling Insert,14.55,9.64,1.65,2.46,5,3,1,126
SM-01744,Wiper Seal,2.55,1.15,1.45,4.99,37,7,4,56
SM-01235,Hydraulic Filter,9.77,1.66,2.98,5.99,22,1,3,588
SM-00826,Straight Fitting,4.46,10.05,3.64,3.83,8,1,2,799
SM-00355,Push Button,15.27,6.2,1.52,1.29,15,8,2,72
SM-02305,LED Indicator,2.64,4.39,2.16,0.63,32,1,3,667
SM-02034,Flat Washer,15.24,9.26,4.32,4.21,5,1,1,337
SM-01752,Push-to-Connect Fitting,3.05,9.81,0.83,4.51,36,0,3,856
SM-02546,Spade Terminal,12.27,4.73,2.76,4.91,6,1,2,1020
SM-02497,Temp Sensor,6.8,8.41,4.76,4.19,8,7,2,137
SM-03082,O-Ring,6.41,9.61,2.05,6.78,21,3,2,558
SM-01366,Temp Sensor,6.51,7.97,2.86,0.11,12,5,2,222
SM-02473,Butt Splice,6.25,10.7,0.97,7.56,19,4,2,349
SM-00589,Ball Valve,6.43,1.19,3.56,7.06,9,0,4,478
SM-02901,V-Belt,14.26,1.33,3.73,6.65,3,8,4,40
SM-00116,Fuse 30A,6.29,10.13,3.97,5.66,8,3,2,377
SM-03492,Piston Seal,4.57,3.23,2.13,2.76,4,1,3,762
SM-01652,Elbow Fitting,17.82,1.59,4.81,3.62,1,1,4,355
SM-03190,Ring Terminal,1.65,1.12,4.02,1.78,19,0,4,576
SM-02796,Torsion Spring,14.83,2.12,1.62,4.04,10,8,3,73
SM-02385,V-Belt,14.51,4.94,3.82,3.68,5,5,2,257
SM-00173,Pin Terminal,2.17,2.12,3.28,0.32,23,1,3,508
SM-00245,Breather Cap,0.44,6.78,1.35,4.17,12,8,4,25
SM-00299,V-Ring Seal,13.83,5.69,1.73,7.82,3,1,2,740
SM-01555,Sprocket,8.55,2.08,3.5,4.6,8,0,3,845
SM-02441,Retaining Ring,12.87,1.41,2.92,7.06,2,8,4,38
SM-02939,Roll Pin,8.96,4.13,1.93,0.98,41,2,2,681
SM-02771,Pop Rivet,5.29,8.15,4.4,3.78,14,8,2,104
SM-02926,Thrust Bearing,8.0,10.25,4.82,6.55,8,0,2,1385
SM-02145,Flange Nut,2.2,0.81,1.25,5.62,1,4,4,132
SM-01717,Lock Nut,3.91,4.05,2.95,1.07,45,2,2,643
SM-02276,Extension Spring,15.11,3.41,4.96,7.72,4,3,3,351
SM-00447,Cable Gland,1.4,11.55,1.06,6.75,8,0,4,473
SM-03370,Fuse 5A,17.43,2.92,1.61,7.05,13,1,3,752
SM-01394,Push Button,13.63,5.3,1.44,6.92,16,4,2,321
SM-02233,Shim Pack,9.0,10.91,4.07,6.84,1,0,1,476
SM-01685,Snap Ring,11.17,9.17,4.75,4.09,4,3,1,154
SM-03198,Overload Relay,12.47,11.83,4.57,4.46,9,1,1,393
SM-00855,Piston Seal,2.0,11.34,4.95,3.5,2,3,3,297
SM-02616,Pillow Block,9.11,4.69,0.67,2.6,27,5,2,266
SM-02770,Lock Washer,10.77,11.05,2.26,5.67,6,0,1,497
SM-01021,Snap Ring,2.51,7.52,1.5,1.65,37,0,3,829
SM-02109,LED Indicator,17.61,7.49,2.6,3.3,9,0,2,1315
SM-01809,Flange Nut,14.34,11.45,2.53,4.22,8,1,1,327
SM-00150,Sprocket,3.11,1.87,3.39,1.96,19,1,3,504
SM-02413,Ring Terminal,11.19,7.8,3.62,1.47,8,1,2,1004
SM-02978,Rocker Switch,2.58,4.29,1.6,2.14,8,9,3,48
SM-00520,Gas Spring,17.3,4.64,1.79,1.47,21,3,2,402
SM-00248,Compression Spring,6.83,6.43,1.01,2.68,12,3,2,384
SM-03183,Fuse 15A,8.14,10.65,3.11,4.89,11,8,2,111
SM-02561,Hex Bolt,17.74,5.27,4.54,7.84,2,0,2,1352
SM-00470,Coupling Insert,5.84,6.51,4.25,5.2,18,5,2,192
SM-01874,Proximity Sensor,11.22,3.02,3.58,4.86,7,0,3,864
SM-02033,Lubrication Nipple,10.32,1.38,4.09,0.6,3,0,4,532
SM-02800,Relay 12V,0.36,5.49,2.73,2.08,10,5,4,110
SM-00862,LED Indicator,17.22,7.55,3.25,7.52,2,7,2,122
SM-01884,Fuse 30A,12.79,4.21,3.47,7.46,1,3,2,489
SM-02716,Relay 120V,5.81,0.91,3.46,0.65,13,1,4,414
SM-01441,Oil Cup,11.78,3.78,4.58,5.25,5,7,3,93
SM-00830,Breather Cap,9.97,0.59,4.13,7.2,3,5,4,82
SM-02153,Quick Coupler,10.67,2.21,1.04,0.51,10,0,3,876
SM-01937,Dowel Pin,2.58,2.94,2.66,2.8,26,1,3,642
SM-03416,Wiper Seal,4.31,1.75,0.95,2.82,46,0,3,943
SM-03337,Strainer Element,11.26,1.54,4.26,5.78,1,1,4,445
SM-02251,Clamp,6.57,5.82,2.1,7.69,31,1,2,987
SM-03449,V-Belt,0.35,2.86,4.08,7.99,1,1,4,453
SM-00992,Needle Bearing,14.74,7.24,1.7,4.74,13,0,2,1213
SM-00281,Die Spring,16.74,7.08,0.93,2.78,4,1,2,737
SM-03450,Roll Pin,4.45,9.65,1.24,3.78,27,1,2,1108
SM-03473,Spade Terminal,8.32,6.91,2.66,4.92,18,1,2,1112
SM-00619,Proximity Sensor,8.75,3.65,2.28,4.95,8,7,3,83
SM-00094,Piston Seal,13.92,7.5,1.8,5.78,2,0,2,1125
SM-03482,Limit Switch,11.58,10.36,1.72,4.74,19,0,1,525
SM-00655,Fuse 10A,10.14,9.5,4.06,6.53,8,7,1,36
SM-00985,Lubrication Nipple,17.38,9.23,2.8,0.12,12,5,1,67
SM-01069,Belt,0.42,2.4,4.58,5.68,9,6,4,69
SM-01998,Fuse 10A,9.06,8.24,3.11,5.02,9,1,2,945
SM-02255,Knob,9.76,9.56,1.33,0.62,30,1,1,346
SM-02682,Wave Spring,4.62,8.23,1.43,6.32,3,1,2,1035
SM-00317,Proximity Sensor,9.6,4.28,4.55,5.86,7,0,2,1151
SM-01616,Flanged Bearing,13.77,10.93,1.51,2.82,3,3,1,151
SM-02365,Pressure Regulator,2.81,2.12,4.96,0.56,1,1,3,670
SM-02841,Cap Screw,12.57,3.5,3.39,7.12,5,1,3,711
SM-01954,DIN Rail Mount,7.24,9.88,0.64,6.98,1,1,2,940
SM-03109,Oil Cup,15.13,9.83,1.14,0.8,17,3,1,179
SM-00325,Gasket,13.75,5.2,3.14,3.47,8,1,2,745
SM-00513,Shaft Seal,10.15,11.26,3.95,1.72,1,0,1,414
SM-01143,Hex Bolt,3.75,8.43,2.49,3.25,12,1,3,580
SM-01319,Flange Nut,2.27,7.92,4.58,2.22,12,1,3,599
SM-02440,Shock Absorber,5.95,0.57,4.15,1.39,6,3,4,187
SM-01384,Spade Terminal,5.57,11.61,4.18,3.31,11,1,2,866
SM-00373,Handle,1.57,10.28,4.53,3.19,3,3,4,151
SM-02206,Needle Bearing,15.47,4.09,4.24,6.64,6,1,2,980
SM-02634,Roll Pin,3.06,1.78,4.5,5.7,5,15,3,5
SM-02097,Rivet,7.9,3.39,0.54,3.36,32,1,3,652
SM-03055,Needle Valve,11.92,6.17,2.11,4.33,14,8,2,106
SM-00880,Chain Link,13.45,3.3,1.15,7.9,1,0,3,817
SM-00260,Fuse 10A,15.96,7.15,1.61,7.02,12,0,2,1144
SM-00152,Filter Cartridge,1.73,7.28,1.29,1.48,28,1,3,505
SM-01186,Shock Absorber,9.55,11.6,1.94,1.32,10,5,1,69
SM-02249,Filter Cartridge,0.3,7.75,2.92,0.33,32,0,4,539
SM-03002,Gas Spring,12.49,10.7,0.86,0.64,21,1,1,382
SM-01631,Cotter Pin,15.0,9.95,2.05,4.42,11,1,1,318
SM-00583,LED Indicator,12.91,10.2,1.07,4.2,14,1,1,262
SM-02614,Temp Sensor,9.49,5.29,4.15,1.54,3,0,2,1360
SM-03019,Clevis Pin,16.62,7.07,3.53,4.72,4,2,2,683
SM-02583,Terminal Block,17.11,0.88,2.15,1.54,5,0,4,549
SM-02947,Snap Ring,6.19,10.8,2.47,2.07,17,8,2,105
SM-02550,Circuit Breaker,8.34,7.24,4.67,6.93,2,0,2,1351
SM-03184,Belt,11.56,3.21,1.32,3.54,8,3,3,394
SM-01843,Chain Link,14.69,10.9,1.35,2.12,28,1,1,329
SM-00658,Tee Fitting,9.58,10.19,0.87,5.3,33,0,1,419
SM-00178,Check Valve,13.96,10.74,3.14,6.9,2,0,1,407
SM-01588,Knob,6.48,7.51,2.72,6.15,10,1,2,894
SM-00920,O-Ring,4.37,5.24,4.06,4.1,35,0,2,1204
SM-01607,Circuit Breaker,15.47,1.78,1.24,7.57,17,3,3,330
SM-02669,Compression Spring,17.81,0.82,3.44,0.16,1,3,4,194
SM-00073,Bumper,9.41,4.58,1.53,1.82,28,0,2,1122
SM-01177,Torsion Spring,6.74,2.24,4.34,0.74,4,3,3,308
SM-00721,Overload Relay,9.04,3.25,2.69,7.15,8,0,3,805
SM-02984,Push Button,16.36,5.56,2.45,1.74,9,1,2,1065
SM-00055,Relay 12V,3.73,6.6,0.55,2.92,11,1,3,493
SM-00009,Pressure Regulator,3.81,6.52,1.98,6.3,2,1,3,484
SM-03206,Filter Cartridge,7.5,2.8,4.69,3.27,6,1,3,739
SM-01548,Oil Cup,9.6,0.55,3.75,6.81,1,10,4,19
SM-03429,Overload Relay,10.76,4.01,1.84,5.68,40,15,2,6
SM-00019,V-Ring Seal,17.43,3.85,2.44,6.61,2,1,3,486
SM-02419,Latch,4.51,7.83,1.36,5.74,13,3,2,516
SM-03031,Roller Bearing,11.6,6.33,0.7,6.95,45,1,2,1067
SM-03054,Breather Cap,11.04,3.77,2.58,3.25,8,3,3,386
SM-01316,O-Ring,6.29,11.97,2.94,5.22,1,2,2,630
SM-00765,Clevis Pin,9.26,7.92,1.64,6.5,6,0,2,1197
SM-01854,Relay 120V,8.87,10.8,3.69,7.29,9,0,1,456
SM-02201,Flange Nut,14.62,12.0,3.84,1.6,7,0,1,474
SM-02366,Signal Lamp,13.48,9.08,2.97,5.21,1,2,1,222
SM-00258,Threaded Rod,11.4,6.53,3.69,3.9,10,0,2,1143
SM-00903,Set Screw,13.8,0.99,3.87,2.96,1,2,4,237
SM-00338,Fuse 10A,6.32,11.51,0.99,3.15,10,5,2,189
SM-00717,Pilot Light,15.17,9.89,1.46,3.05,14,2,1,197
SM-03245,Threaded Rod,15.57,4.6,0.68,1.74,3,3,2,568
SM-01858,Pulley,16.25,11.09,2.17,2.33,14,5,1,81
SM-01947,Pilot Light,17.39,3.57,4.62,1.19,1,1,3,643
SM-02773,Butt Splice,3.49,8.26,1.65,0.62,21,5,3,195
SM-02203,Machine Screw,11.82,4.28,3.25,2.27,19,15,2,2
SM-00070,Shaft Seal,0.87,8.87,3.89,4.84,2,1,4,282
SM-00356,Shim Pack,11.88,2.9,1.67,5.81,8,4,3,214
SM-00105,Cotter Pin,1.68,3.15,4.82,0.49,4,2,3,412
SM-03318,Stud Bolt,15.89,1.98,0.71,4.84,8,2,3,478
SM-01044,Latch,13.0,6.83,3.34,0.36,4,0,2,1220
SM-01636,Cable Gland,7.18,10.52,0.64,6.93,49,0,2,1266
SM-02545,Gas Spring,5.9,4.91,0.82,6.43,44,1,2,1019
SM-03425,V-Ring Seal,16.07,11.96,4.61,3.37,3,3,1,182
SM-03365,Stud Bolt,14.97,11.85,1.83,1.07,11,0,1,521
SM-00843,Ball Bearing,5.58,10.9,3.61,6.95,4,6,2,152
SM-03155,Shaft Seal,16.63,6.15,3.22,1.29,10,0,2,1407
SM-02060,Needle Valve,10.44,3.35,2.96,0.56,8,0,3,873
SM-00188,Pressure Switch,8.36,4.05,1.41,6.47,23,6,2,148
SM-02149,Rivet,9.38,1.88,3.99,6.24,13,3,3,347
SM-01987,Fuse 30A,4.75,2.19,1.88,4.54,50,3,3,339
SM-02137,Bumper,0.68,8.61,3.96,7.64,10,2,4,258
SM-00328,Cap Screw,17.41,8.14,3.07,4.61,7,7,2,118
SM-02229,Lip Seal,9.72,6.15,4.31,5.36,12,1,2,984
SM-01475,O-Ring,11.4,6.55,4.72,0.25,1,3,2,465
SM-00786,Bumper,17.56,4.54,4.34,6.56,8,4,2,309
SM-00780,Needle Bearing,15.65,3.27,1.68,2.26,5,3,3,292
SM-01024,Roller Bearing,15.39,4.91,0.95,4.15,18,3,2,438
SM-02500,Gas Spring,4.02,4.66,1.08,6.78,35,2,2,668
SM-01849,Terminal Block,2.88,1.32,4.47,5.32,4,1,4,366
SM-00509,Roll Pin,8.87,2.61,3.83,5.03,12,2,3,418
SM-03486,DIN Rail Mount,10.42,2.9,3.37,6.7,3,0,3,952
SM-00674,Breather Cap,10.14,6.49,4.52,3.64,5,9,2,57
SM-00949,Cap Screw,6.6,11.53,3.54,3.36,10,4,2,312
SM-02839,Cotter Pin,17.37,7.45,0.69,0.78,34,1,2,1047
SM-00061,Solenoid Valve,6.04,3.03,4.69,0.83,5,1,3,494
SM-02482,DIN Rail Mount,3.57,11.79,3.73,4.72,3,1,3,678
SM-01733,E-Clip,11.72,7.57,2.63,7.59,8,3,2,484
SM-03080,Chain Link,3.43,6.04,3.29,4.39,14,2,3,473
SM-01392,Tee Fitting,9.65,0.6,3.25,3.64,6,2,4,246
SM-01137,V-Ring Seal,2.64,2.92,4.45,7.19,7,1,3,578
SM-01071,Breather Cap,6.35,2.47,3.5,5.53,18,12,3,17
SM-02655,Stud Bolt,13.62,3.87,1.59,1.54,3,1,3,695
SM-03077,Latch,15.2,1.28,2.34,0.38,2,1,4,434
SM-01509,Flange Nut,11.4,11.7,3.3,2.14,4,0,1,444
SM-00702,Barb Fitting,5.29,8.69,2.94,7.13,10,8,2,77
SM-00945,Stud Bolt,8.33,9.15,2.01,7.57,17,5,2,212
SM-00989,Fuse 15A,10.6,4.89,2.79,3.18,18,0,2,1211
SM-02648,Needle Bearing,3.88,4.99,3.11,6.09,6,5,3,193
SM-02945,Chain Link,6.18,9.76,2.74,5.4,12,1,2,1061
SM-00350,Clamp,11.52,8.16,2.36,7.23,15,1,2,749
SM-00963,Pilot Light,0.93,1.38,1.08,2.67,11,2,4,238
SM-01080,Check Valve,12.58,10.76,1.68,4.81,23,1,1,291
SM-02309,Chain Link,12.37,11.68,0.62,3.54,43,11,1,13
SM-00256,Knob,12.5,7.66,2.96,3.61,2,1,2,733
SM-02949,Cotter Pin,2.93,6.97,1.33,7.06,3,0,3,918
SM-00180,Belt,9.1,2.52,3.67,2.7,8,0,3,772
SM-01016,Connecting Link,9.98,11.16,2.33,5.18,6,3,1,143
SM-00481,Handle,5.97,11.09,2.39,7.72,18,2,2,597
SM-02624,Threaded Rod,9.28,3.96,3.13,0.1,21,4,2,352
SM-01581,LED Indicator,4.43,4.91,1.65,5.38,20,3,2,472
SM-02847,Fuse 10A,2.42,5.27,3.13,4.95,7,3,3,374
SM-00537,Knob,16.07,4.62,1.3,7.3,6,8,2,76
SM-02075,Die Spring,6.66,11.75,0.97,4.35,30,0,2,1307
SM-00622,Check Valve,16.99,1.7,4.19,7.59,5,0,3,800
SM-02267,Chain Link,8.42,8.32,3.65,7.21,9,0,2,1329
SM-01596,Elbow Fitting,6.34,7.13,1.86,6.86,18,0,2,1262
SM-03391,Push Button,15.33,0.68,1.82,4.55,3,1,4,449
SM-01131,Flow Control,13.37,8.89,4.16,3.09,6,2,1,201
SM-03362,Toggle Switch,4.79,2.3,1.29,4.24,18,3,3,403
SM-00425,Blind Rivet,1.73,10.54,3.19,1.72,1,5,3,151
SM-01614,Torsion Spring,0.83,0.99,1.86,6.48,5,1,4,352
SM-01417,Chain Link,16.06,3.59,4.91,6.51,1,3,3,322
SM-03346,Flanged Bearing,11.85,6.56,4.86,1.22,3,2,2,693
SM-03038,Push-to-Connect Fitting,1.03,11.56,2.07,3.48,5,2,4,271
SM-01401,V-Ring Seal,10.55,4.17,1.38,7.75,8,4,2,322
SM-02932,Flange Nut,1.84,11.83,4.71,3.11,5,0,3,915
SM-01075,Shock Absorber,15.4,6.73,2.98,5.21,10,4,2,316
SM-01146,Sealed Bearing,8.54,10.62,2.95,6.01,2,7,2,124
SM-02381,Toggle Switch,13.51,7.65,0.71,5.79,9,5,2,256
